,X,Y,Z,val,gx,gy,gz,
644,8.979591837,7.551020408,8.163265306,0,0.040834017,-0.03178719,0.998660181,1
645,9.183673469,7.551020408,8.163265306,0,0.040834017,-0.03178719,0.998660181,1
646,9.387755102,7.551020408,8.163265306,0,0.050027732,-0.030527989,0.998281157,1
647,9.591836735,7.551020408,8.163265306,0,0.045952489,-0.034295729,0.998354732,1
648,9.795918367,7.551020408,8.163265306,0,0.046811622,-0.033363506,0.998346407,1
649,10,7.551020408,8.163265306,0,0.031824125,-0.028021178,0.999100615,1
650,0,7.346938776,5.102040816,0,0.008502338,-0.014926259,0.999852448,1
651,0.204081633,7.346938776,5.102040816,0,0.026547079,-0.014921538,0.999536193,1
652,0.408163265,7.346938776,5.102040816,0,0.028033826,-0.013494056,0.99951589,1
653,0.612244898,7.346938776,5.102040816,0,0.022016502,-0.008578118,0.999720806,1
654,0.816326531,7.346938776,5.102040816,0,0.0220908,-0.007291202,0.999729381,1
655,1.020408163,7.346938776,5.102040816,0,0.0220908,-0.007291202,0.999729381,1
656,1.224489796,7.346938776,5.102040816,0,0.010136739,-0.007292607,0.999922029,1
657,1.428571429,7.346938776,5.102040816,0,0.007299797,-0.010080603,0.999922544,1
658,1.632653061,7.346938776,5.102040816,0,-0.040197272,-0.005395761,0.999177194,1
659,1.836734694,7.346938776,5.102040816,0,-0.044011065,-0.003864429,0.999023569,1
660,2.040816327,7.346938776,5.102040816,0,-0.044011065,-0.003864429,0.999023569,1
661,2.244897959,7.346938776,5.102040816,0,-0.123276669,-0.003838672,0.992364916,1
662,2.448979592,7.346938776,5.102040816,0,-0.123276669,-0.003838672,0.992364916,1
663,2.653061224,7.346938776,5.102040816,0,-0.255066464,-0.00918058,0.966879939,1
664,2.857142857,7.346938776,5.102040816,0,-0.264099818,-0.001262287,0.964494527,1
665,3.06122449,7.346938776,5.306122449,0,-0.293833874,-0.001404404,0.955855472,1
666,3.265306122,7.346938776,5.306122449,0,-0.473391826,-0.001294202,0.880851011,1
667,3.469387755,7.346938776,5.510204082,0,-0.480203289,-0.016504928,0.877001932,1
668,3.673469388,7.346938776,5.714285714,0,-0.581157053,-0.015312612,0.813647346,1
669,3.87755102,7.346938776,5.714285714,0,-0.581157053,-0.015312612,0.813647346,1
670,4.081632653,7.346938776,5.918367347,0,-0.59220231,-0.014864825,0.805652196,1
671,4.285714286,7.346938776,6.12244898,0,-0.640596486,-0.014165449,0.767747017,1
672,4.489795918,7.346938776,6.326530612,0,-0.659555999,-0.014584699,0.751513919,1
673,4.693877551,7.346938776,6.530612245,0,-0.641792037,-0.008732841,0.766829002,1
674,4.897959184,7.346938776,6.530612245,0,-0.657241654,-0.008582539,0.753631043,1
675,5.102040816,7.346938776,6.734693878,0,-0.657241654,-0.008582539,0.753631043,1
676,5.306122449,7.346938776,6.93877551,0,-0.641700193,-0.003604363,0.766947111,1
677,5.510204082,7.346938776,7.142857143,0,-0.641700193,-0.003604363,0.766947111,1
678,5.714285714,7.346938776,7.346938776,0,-0.643074679,0.005412369,0.765784345,1
679,5.918367347,7.346938776,7.346938776,0,-0.589223992,-0.005850155,0.807948552,1
680,6.12244898,7.346938776,7.551020408,0,-0.589223992,-0.005850155,0.807948552,1
681,6.326530612,7.346938776,7.755102041,0,-0.481687687,0.001109644,0.876342251,1
682,6.530612245,7.346938776,7.755102041,0,-0.459040863,-0.017732661,0.888238165,1
683,6.734693878,7.346938776,7.959183673,0,-0.459152415,-0.01773697,0.888180421,1
684,6.93877551,7.346938776,7.959183673,0,-0.286451143,-0.019129348,0.957903863,1
685,7.142857143,7.346938776,7.959183673,0,-0.274621769,-0.009066641,0.961509584,1
686,7.346938776,7.346938776,8.163265306,0,-0.134480256,-0.018598191,0.990741726,1
687,7.551020408,7.346938776,8.163265306,0,-0.134480256,-0.018598191,0.990741726,1
688,7.755102041,7.346938776,8.163265306,0,-0.131884529,-0.024688914,0.990957582,1
689,7.959183673,7.346938776,8.163265306,0,-0.049720038,-0.023382668,0.998489443,1
690,8.163265306,7.346938776,8.163265306,0,-0.045888721,-0.026953303,0.998582868,1
691,8.367346939,7.346938776,8.163265306,0,0.013011094,-0.026979443,0.99955131,1
692,8.571428571,7.346938776,8.163265306,0,0.013011094,-0.026979443,0.99955131,1
693,8.775510204,7.346938776,8.163265306,0,0.013258727,-0.033399373,0.999354135,1
694,8.979591837,7.346938776,8.163265306,0,0.040834017,-0.03178719,0.998660181,1
695,9.183673469,7.346938776,8.163265306,0,0.039601588,-0.030542286,0.998748659,1
696,9.387755102,7.346938776,8.163265306,0,0.050027732,-0.030527989,0.998281157,1
697,9.591836735,7.346938776,8.163265306,0,0.050027732,-0.030527989,0.998281157,1
698,9.795918367,7.346938776,8.163265306,0,0.045827362,-0.034171887,0.99836473,1
699,10,7.346938776,8.163265306,0,0.031824125,-0.028021178,0.999100615,1
700,0,7.142857143,5.102040816,0,0.008502204,-0.015948729,0.999836662,1
701,0.204081633,7.142857143,5.102040816,0,0.02654666,-0.015943684,0.999520422,1
702,0.408163265,7.142857143,5.102040816,0,0.024281084,-0.01370058,0.999611286,1
703,0.612244898,7.142857143,5.102040816,0,0.021689262,-0.014560627,0.999658724,1
704,0.816326531,7.142857143,5.102040816,0,0.021689262,-0.014560627,0.999658724,1
705,1.020408163,7.142857143,5.102040816,0,0.022089177,-0.014145784,0.999655923,1
706,1.224489796,7.142857143,5.102040816,0,0.010135993,-0.01414851,0.999848529,1
707,1.428571429,7.142857143,5.102040816,0,0.008286422,-0.012291755,0.999890118,1
708,1.632653061,7.142857143,5.102040816,0,-0.038386442,-0.019522158,0.999072253,1
709,1.836734694,7.142857143,5.102040816,0,-0.038386442,-0.019522158,0.999072253,1
710,2.040816327,7.142857143,5.102040816,0,-0.043997597,-0.025037728,0.99871784,1
711,2.244897959,7.142857143,5.102040816,0,-0.123239444,-0.024870948,0.992065258,1
712,2.448979592,7.142857143,5.102040816,0,-0.124711901,-0.023123315,0.991923512,1
713,2.653061224,7.142857143,5.102040816,0,-0.238141545,-0.023505429,0.970945982,1
714,2.857142857,7.142857143,5.102040816,0,-0.249529908,-0.039217448,0.967572641,1
715,3.06122449,7.142857143,5.306122449,0,-0.293347368,-0.057538335,0.954272845,1
716,3.265306122,7.142857143,5.306122449,0,-0.472725955,-0.053036625,0.87961201,1
717,3.469387755,7.142857143,5.510204082,0,-0.481170803,-0.046239945,0.875406492,1
718,3.673469388,7.142857143,5.714285714,0,-0.580717607,-0.041783558,0.8130321,1
719,3.87755102,7.142857143,5.714285714,0,-0.580717607,-0.041783558,0.8130321,1
720,4.081632653,7.142857143,5.918367347,0,-0.604183401,-0.0435098,0.795656531,1
721,4.285714286,7.142857143,6.12244898,0,-0.640356982,-0.030791598,0.767459975,1
722,4.489795918,7.142857143,6.326530612,0,-0.657488982,-0.033362567,0.752725168,1
723,4.693877551,7.142857143,6.530612245,0,-0.641708229,-0.018368296,0.766728866,1
724,4.897959184,7.142857143,6.530612245,0,-0.658315574,-0.003181535,0.752735334,1
725,5.102040816,7.142857143,6.734693878,0,-0.658315574,-0.003181535,0.752735334,1
726,5.306122449,7.142857143,6.93877551,0,-0.642729284,0.004484162,0.766080256,1
727,5.510204082,7.142857143,7.142857143,0,-0.642729284,0.004484162,0.766080256,1
728,5.714285714,7.142857143,7.346938776,0,-0.647779438,-0.003345915,0.761820586,1
729,5.918367347,7.142857143,7.346938776,0,-0.588509705,0.008100043,0.808449576,1
730,6.12244898,7.142857143,7.551020408,0,-0.588509705,0.008100043,0.808449576,1
731,6.326530612,7.142857143,7.755102041,0,-0.476859266,-0.001895076,0.878977616,1
732,6.530612245,7.142857143,7.755102041,0,-0.459089389,0.010152931,0.888332061,1
733,6.734693878,7.142857143,7.959183673,0,-0.459200975,0.010155398,0.888274356,1
734,6.93877551,7.142857143,7.959183673,0,-0.286486383,0.010952801,0.958021706,1
735,7.142857143,7.142857143,7.959183673,0,-0.266765566,-0.005668921,0.963744777,1
736,7.346938776,7.142857143,8.163265306,0,-0.134502812,-0.003244044,0.990907902,1
737,7.551020408,7.142857143,8.163265306,0,-0.125033063,-0.014420278,0.992047775,1
738,7.755102041,7.142857143,8.163265306,0,-0.125033063,-0.014420278,0.992047775,1
739,7.959183673,7.142857143,8.163265306,0,-0.047463775,-0.025980156,0.998535038,1
740,8.163265306,7.142857143,8.163265306,0,-0.045891689,-0.024438049,0.998647453,1
741,8.367346939,7.142857143,8.163265306,0,0.013011937,-0.024461753,0.999616082,1
742,8.571428571,7.142857143,8.163265306,0,0.019690808,-0.03121278,0.999318785,1
743,8.775510204,7.142857143,8.163265306,0,0.019690808,-0.03121278,0.999318785,1
744,8.979591837,7.142857143,8.163265306,0,0.037978098,-0.035917586,0.998632861,1
745,9.183673469,7.142857143,8.163265306,0,0.03959693,-0.034174101,0.99863117,1
746,9.387755102,7.142857143,8.163265306,0,0.050021852,-0.034158108,0.998163833,1
747,9.591836735,7.142857143,8.163265306,0,0.054971805,-0.039039796,0.997724408,1
748,9.795918367,7.142857143,8.163265306,0,0.054971805,-0.039039796,0.997724408,1
749,10,7.142857143,8.163265306,0,0.020321186,-0.041894133,0.998915377,1
750,0,6.93877551,5.102040816,0,0.008282075,-0.016174243,0.999834887,1
751,0.204081633,6.93877551,5.102040816,0,0.024281084,-0.01370058,0.999611286,1
752,0.408163265,6.93877551,5.102040816,0,0.024514077,-0.013936199,0.999602342,1
753,0.612244898,6.93877551,5.102040816,0,0.022335734,-0.01393691,0.999653379,1
754,0.816326531,6.93877551,5.102040816,0,0.021689262,-0.014560627,0.999658724,1
755,1.020408163,6.93877551,5.102040816,0,0.021689262,-0.014560627,0.999658724,1
756,1.224489796,6.93877551,5.102040816,0,0.008286422,-0.012291755,0.999890118,1
757,1.428571429,6.93877551,5.102040816,0,0.007907276,-0.011914172,0.999897759,1
758,1.632653061,6.93877551,5.102040816,0,-0.030927036,-0.011908845,0.999450698,1
759,1.836734694,6.93877551,5.102040816,0,-0.038386442,-0.019522158,0.999072253,1
760,2.040816327,6.93877551,5.102040816,0,-0.038386442,-0.019522158,0.999072253,1
761,2.244897959,6.93877551,5.102040816,0,-0.124711901,-0.023123315,0.991923512,1
762,2.448979592,6.93877551,5.102040816,0,-0.123699308,-0.024015825,0.992029093,1
763,2.653061224,6.93877551,5.102040816,0,-0.238141545,-0.023505429,0.970945982,1
764,2.857142857,6.93877551,5.102040816,0,-0.238141545,-0.023505429,0.970945982,1
765,3.06122449,6.93877551,5.306122449,0,-0.286285923,-0.046987522,0.956991402,1
766,3.265306122,6.93877551,5.306122449,0,-0.481170803,-0.046239945,0.875406492,1
767,3.469387755,6.93877551,5.510204082,0,-0.481170803,-0.046239945,0.875406492,1
768,3.673469388,6.93877551,5.510204082,0,-0.59248361,-0.030007343,0.805023435,1
769,3.87755102,6.93877551,5.714285714,0,-0.580929264,-0.025843759,0.813543662,1
770,4.081632653,6.93877551,5.918367347,0,-0.606911668,-0.026999636,0.794310549,1
771,4.285714286,6.93877551,6.12244898,0,-0.642232131,-0.013382922,0.766393363,1
772,4.489795918,6.93877551,6.326530612,0,-0.658758045,-0.018543408,0.752126306,1
773,4.693877551,6.93877551,6.530612245,0,-0.658758045,-0.018543408,0.752126306,1
774,4.897959184,6.93877551,6.530612245,0,-0.658315574,-0.003181535,0.752735334,1
775,5.102040816,6.93877551,6.734693878,0,-0.652103891,-0.008985061,0.758076371,1
776,5.306122449,6.93877551,6.93877551,0,-0.657557174,-0.009381796,0.753346232,1
777,5.510204082,6.93877551,7.142857143,0,-0.642729284,0.004484162,0.766080256,1
778,5.714285714,6.93877551,7.346938776,0,-0.647779438,-0.003345915,0.761820586,1
779,5.918367347,6.93877551,7.346938776,0,-0.601581206,-0.003508346,0.798803946,1
780,6.12244898,6.93877551,7.551020408,0,-0.588509705,0.008100043,0.808449576,1
781,6.326530612,6.93877551,7.755102041,0,-0.476859266,-0.001895076,0.878977616,1
782,6.530612245,6.93877551,7.755102041,0,-0.476859266,-0.001895076,0.878977616,1
783,6.734693878,6.93877551,7.959183673,0,-0.457657513,0.014197628,0.889015201,1
784,6.93877551,6.93877551,7.959183673,0,-0.266765566,-0.005668921,0.963744777,1
785,7.142857143,6.93877551,7.959183673,0,-0.262066541,-0.01268223,0.964966471,1
786,7.346938776,6.93877551,8.163265306,0,-0.125033063,-0.014420278,0.992047775,1
787,7.551020408,6.93877551,8.163265306,0,-0.125033063,-0.014420278,0.992047775,1
788,7.755102041,6.93877551,8.163265306,0,-0.116981998,-0.021572623,0.99289971,1
789,7.959183673,6.93877551,8.163265306,0,-0.04328599,-0.021701405,0.998826998,1
790,8.163265306,6.93877551,8.163265306,0,-0.047463775,-0.025980156,0.998535038,1
791,8.367346939,6.93877551,8.163265306,0,0.019690808,-0.03121278,0.999318785,1
792,8.571428571,6.93877551,8.163265306,0,0.019690808,-0.03121278,0.999318785,1
793,8.775510204,6.93877551,8.163265306,0,0.020437039,-0.031949785,0.999280511,1
794,8.979591837,6.93877551,8.163265306,0,0.04227119,-0.031927895,0.998595892,1
795,9.183673469,6.93877551,8.163265306,0,0.037978098,-0.035917586,0.998632861,1
796,9.387755102,6.93877551,8.163265306,0,0.054971805,-0.039039796,0.997724408,1
797,9.591836735,6.93877551,8.163265306,0,0.054971805,-0.039039796,0.997724408,1
798,9.795918367,6.93877551,8.163265306,0,0.04814992,-0.032092485,0.998324425,1
799,10,6.93877551,8.163265306,0,0.030742752,-0.032114565,0.99901128,1
800,0,6.734693878,5.102040816,0,0.008485491,-0.029672003,0.999523671,1
801,0.204081633,6.734693878,5.102040816,0,0.021654707,-0.029623611,0.999326531,1
802,0.408163265,6.734693878,5.102040816,0,0.024507769,-0.026621882,0.999345108,1
803,0.612244898,6.734693878,5.102040816,0,0.022329985,-0.026623241,0.999396105,1
804,0.816326531,6.734693878,5.102040816,0,0.022329985,-0.026623241,0.999396105,1
805,1.020408163,6.734693878,5.102040816,0,0.018651689,-0.023636208,0.999546619,1
806,1.224489796,6.734693878,5.102040816,0,0.008320643,-0.02295836,0.999701796,1
807,1.428571429,6.734693878,5.102040816,0,0.007905675,-0.023386215,0.999695246,1
808,1.632653061,6.734693878,5.102040816,0,-0.030920778,-0.023375763,0.999248457,1
809,1.836734694,6.734693878,5.102040816,0,-0.030920778,-0.023375763,0.999248457,1
810,2.040816327,6.734693878,5.102040816,0,-0.041317389,-0.030584643,0.998677852,1
811,2.244897959,6.734693878,5.102040816,0,-0.114470788,-0.032857332,0.992883092,1
812,2.448979592,6.734693878,5.102040816,0,-0.123628681,-0.041444962,0.991462689,1
813,2.653061224,6.734693878,5.102040816,0,-0.238011291,-0.040565126,0.970414909,1
814,2.857142857,6.734693878,5.102040816,0,-0.238011291,-0.040565126,0.970414909,1
815,3.06122449,6.734693878,5.306122449,0,-0.276536101,-0.032646717,0.960448841,1
816,3.265306122,6.734693878,5.306122449,0,-0.479369308,-0.039926057,0.876704612,1
817,3.469387755,6.734693878,5.510204082,0,-0.479369308,-0.039926057,0.876704612,1
818,3.673469388,6.734693878,5.510204082,0,-0.591925306,-0.052749208,0.804264852,1
819,3.87755102,6.734693878,5.714285714,0,-0.580631382,-0.041139863,0.813126503,1
820,4.081632653,6.734693878,5.918367347,0,-0.606572026,-0.042977853,0.793866035,1
821,4.285714286,6.734693878,6.12244898,0,-0.653139004,-0.042448593,0.756047325,1
822,4.489795918,6.734693878,6.326530612,0,-0.658610934,-0.028112054,0.751958343,1
823,4.693877551,6.734693878,6.530612245,0,-0.658610934,-0.028112054,0.751958343,1
824,4.897959184,6.734693878,6.530612245,0,-0.673872895,-0.027602613,0.738331509,1
825,5.102040816,6.734693878,6.734693878,0,-0.652070731,-0.013506347,0.758037822,1
826,5.306122449,6.734693878,6.93877551,0,-0.657520719,-0.014102654,0.753304467,1
827,5.510204082,6.734693878,7.142857143,0,-0.634324738,-0.002271347,0.773063366,1
828,5.714285714,6.734693878,7.346938776,0,-0.647781321,-0.002319532,0.761822801,1
829,5.918367347,6.734693878,7.346938776,0,-0.601583129,-0.002432137,0.7988065,1
830,6.12244898,6.734693878,7.551020408,0,-0.577342779,0.007009823,0.816471786,1
831,6.326530612,6.734693878,7.755102041,0,-0.476846544,0.007546266,0.878954167,1
832,6.530612245,6.734693878,7.755102041,0,-0.476846544,0.007546266,0.878954167,1
833,6.734693878,6.734693878,7.959183673,0,-0.43752697,0.014415878,0.899089725,1
834,6.93877551,6.734693878,7.959183673,0,-0.261097691,0.010044994,0.965260117,1
835,7.142857143,6.734693878,7.959183673,0,-0.262077948,0.008590385,0.965008474,1
836,7.346938776,6.734693878,8.163265306,0,-0.123530617,0.008833343,0.992301445,1
837,7.551020408,6.734693878,8.163265306,0,-0.117007596,0.00528051,0.993116981,1
838,7.755102041,6.734693878,8.163265306,0,-0.117007596,0.00528051,0.993116981,1
839,7.959183673,6.734693878,8.163265306,0,-0.043295576,0.005312046,0.999048185,1
840,8.163265306,6.734693878,8.163265306,0,-0.043368285,0.005387787,0.999044625,1
841,8.367346939,6.734693878,8.163265306,0,0.022821199,0.002941662,0.999735235,1
842,8.571428571,6.734693878,8.163265306,0,0.020447453,0.001582278,0.999789677,1
843,8.775510204,6.734693878,8.163265306,0,0.020447453,0.001582278,0.999789677,1
844,8.979591837,6.734693878,8.163265306,0,0.042292699,0.001581193,0.999104012,1
845,9.183673469,6.734693878,8.163265306,0,0.034642964,0.008919429,0.99935995,1
846,9.387755102,6.734693878,8.163265306,0,0.06058171,0.009262778,0.998120262,1
847,9.591836735,6.734693878,8.163265306,0,0.048172561,0.009497732,0.998793871,1
848,9.795918367,6.734693878,8.163265306,0,0.048172561,0.009497732,0.998793871,1
849,10,6.734693878,8.163265306,0,0.030757228,0.009504273,0.999481697,1
850,0,6.530612245,5.102040816,0,0.009334282,-0.032599289,0.999424913,1
851,0.204081633,6.530612245,5.102040816,0,0.021654707,-0.029623611,0.999326531,1
852,0.408163265,6.530612245,5.102040816,0,0.021654707,-0.029623611,0.999326531,1
853,0.612244898,6.530612245,5.102040816,0,0.022329985,-0.026623241,0.999396105,1
854,0.816326531,6.530612245,5.102040816,0,0.019011473,-0.023291422,0.999547935,1
855,1.020408163,6.530612245,5.102040816,0,0.015147836,-0.019445297,0.999696166,1
856,1.224489796,6.530612245,5.102040816,0,0.008320643,-0.02295836,0.999701796,1
857,1.428571429,6.530612245,5.102040816,0,0.008320643,-0.02295836,0.999701796,1
858,1.632653061,6.530612245,5.102040816,0,-0.030920778,-0.023375763,0.999248457,1
859,1.836734694,6.530612245,5.102040816,0,-0.03252183,-0.021684225,0.99923577,1
860,2.040816327,6.530612245,5.102040816,0,-0.036714878,-0.017707955,0.999168878,1
861,2.244897959,6.530612245,5.102040816,0,-0.114470788,-0.032857332,0.992883092,1
862,2.448979592,6.530612245,5.102040816,0,-0.114470788,-0.032857332,0.992883092,1
863,2.653061224,6.530612245,5.102040816,0,-0.238011291,-0.040565126,0.970414909,1
864,2.857142857,6.530612245,5.102040816,0,-0.243285249,-0.032897895,0.969396728,1
865,3.06122449,6.530612245,5.306122449,0,-0.2743068,-0.036116628,0.960963771,1
866,3.265306122,6.530612245,5.306122449,0,-0.47148227,-0.033120811,0.881253358,1
867,3.469387755,6.530612245,5.510204082,0,-0.479369308,-0.039926057,0.876704612,1
868,3.673469388,6.530612245,5.510204082,0,-0.589983991,-0.035270823,0.806644197,1
869,3.87755102,6.530612245,5.714285714,0,-0.589983991,-0.035270823,0.806644197,1
870,4.081632653,6.530612245,5.918367347,0,-0.604423441,-0.027360968,0.796193244,1
871,4.285714286,6.530612245,6.12244898,0,-0.652296507,-0.02838896,0.757432066,1
872,4.489795918,6.530612245,6.326530612,0,-0.657851899,-0.015236654,0.752993176,1
873,4.693877551,6.530612245,6.326530612,0,-0.658610934,-0.028112054,0.751958343,1
874,4.897959184,6.530612245,6.530612245,0,-0.670274589,-0.030970851,0.741466642,1
875,5.102040816,6.530612245,6.734693878,0,-0.652070731,-0.013506347,0.758037822,1
876,5.306122449,6.530612245,6.93877551,0,-0.657520719,-0.014102654,0.753304467,1
877,5.510204082,6.530612245,7.142857143,0,-0.652234742,-0.019002262,0.75777883,1
878,5.714285714,6.530612245,7.346938776,0,-0.647781321,-0.002319532,0.761822801,1
879,5.918367347,6.530612245,7.346938776,0,-0.601583129,-0.002432137,0.7988065,1
880,6.12244898,6.530612245,7.551020408,0,-0.594815315,-0.008442442,0.803818056,1
881,6.326530612,6.530612245,7.755102041,0,-0.476846544,0.007546266,0.878954167,1
882,6.530612245,6.530612245,7.755102041,0,-0.477746162,0.010096019,0.87843991,1
883,6.734693878,6.530612245,7.959183673,0,-0.461800986,-0.00452978,0.886972001,1
884,6.93877551,6.530612245,7.959183673,0,-0.261097691,0.010044994,0.965260117,1
885,7.142857143,6.530612245,7.959183673,0,-0.261097691,0.010044994,0.965260117,1
886,7.346938776,6.530612245,8.163265306,0,-0.119147031,0.0031409,0.992871653,1
887,7.551020408,6.530612245,8.163265306,0,-0.118323452,0.004093047,0.99296667,1
888,7.755102041,6.530612245,8.163265306,0,-0.117007596,0.00528051,0.993116981,1
889,7.959183673,6.530612245,8.163265306,0,-0.043368285,0.005387787,0.999044625,1
890,8.163265306,6.530612245,8.163265306,0,-0.043368285,0.005387787,0.999044625,1
891,8.367346939,6.530612245,8.163265306,0,0.020633476,0.001834906,0.999785423,1
892,8.571428571,6.530612245,8.163265306,0,0.02230269,0.003474109,0.999745228,1
893,8.775510204,6.530612245,8.163265306,0,0.020447453,0.001582278,0.999789677,1
894,8.979591837,6.530612245,8.163265306,0,0.034642964,0.008919429,0.99935995,1
895,9.183673469,6.530612245,8.163265306,0,0.034642964,0.008919429,0.99935995,1
896,9.387755102,6.530612245,8.163265306,0,0.048348313,0.010147307,0.998778991,1
897,9.591836735,6.530612245,8.163265306,0,0.054367163,0.015960645,0.998393444,1
898,9.795918367,6.530612245,8.163265306,0,0.048172561,0.009497732,0.998793871,1
899,10,6.530612245,8.163265306,0,0.014674699,0.024962169,0.999580684,1
900,0,6.326530612,5.102040816,0,0.009334282,-0.032599289,0.999424913,1
901,0.204081633,6.326530612,5.102040816,0,0.018524504,-0.032595115,0.999296953,1
902,0.408163265,6.326530612,5.102040816,0,0.021654707,-0.029623611,0.999326531,1
903,0.612244898,6.326530612,5.102040816,0,0.017391388,-0.024980914,0.999536639,1
904,0.816326531,6.326530612,5.102040816,0,0.015147836,-0.019445297,0.999696166,1
905,1.020408163,6.326530612,5.102040816,0,0.015147836,-0.019445297,0.999696166,1
906,1.224489796,6.326530612,5.102040816,0,0.011946546,-0.01944614,0.99973953,1
907,1.428571429,6.326530612,5.102040816,0,0.008320643,-0.02295836,0.999701796,1
908,1.632653061,6.326530612,5.102040816,0,-0.032184068,-0.02134982,0.999253907,1
909,1.836734694,6.326530612,5.102040816,0,-0.036714878,-0.017707955,0.999168878,1
910,2.040816327,6.326530612,5.102040816,0,-0.036714878,-0.017707955,0.999168878,1
911,2.244897959,6.326530612,5.102040816,0,-0.10069744,-0.017629834,0.994760883,1
912,2.448979592,6.326530612,5.102040816,0,-0.114470788,-0.032857332,0.992883092,1
913,2.653061224,6.326530612,5.102040816,0,-0.239477111,-0.029567403,0.97045169,1
914,2.857142857,6.326530612,5.102040816,0,-0.244191862,-0.032151542,0.969193795,1
915,3.06122449,6.326530612,5.306122449,0,-0.2743068,-0.036116628,0.960963771,1
916,3.265306122,6.326530612,5.306122449,0,-0.47148227,-0.033120811,0.881253358,1
917,3.469387755,6.326530612,5.510204082,0,-0.481382417,-0.038289176,0.875673973,1
918,3.673469388,6.326530612,5.510204082,0,-0.589983991,-0.035270823,0.806644197,1
919,3.87755102,6.326530612,5.714285714,0,-0.589983991,-0.035270823,0.806644197,1
920,4.081632653,6.326530612,5.918367347,0,-0.601500446,-0.029921159,0.79831193,1
921,4.285714286,6.326530612,6.12244898,0,-0.652296507,-0.02838896,0.757432066,1
922,4.489795918,6.326530612,6.326530612,0,-0.672410272,-0.029264342,0.739599909,1
923,4.693877551,6.326530612,6.326530612,0,-0.657851899,-0.015236654,0.752993176,1
924,4.897959184,6.326530612,6.530612245,0,-0.669787545,-0.018405215,0.742324655,1
925,5.102040816,6.326530612,6.734693878,0,-0.669787545,-0.018405215,0.742324655,1
926,5.306122449,6.326530612,6.93877551,0,-0.651614083,-0.010459863,0.758478528,1
927,5.510204082,6.326530612,7.142857143,0,-0.651614083,-0.010459863,0.758478528,1
928,5.714285714,6.326530612,7.346938776,0,-0.647270538,0.00351293,0.762252262,1
929,5.918367347,6.326530612,7.346938776,0,-0.595770548,-0.002801241,0.803149804,1
930,6.12244898,6.326530612,7.551020408,0,-0.595770548,-0.002801241,0.803149804,1
931,6.326530612,6.326530612,7.755102041,0,-0.477746162,0.010096019,0.87843991,1
932,6.530612245,6.326530612,7.755102041,0,-0.460335812,-0.004515408,0.887733378,1
933,6.734693878,6.326530612,7.959183673,0,-0.461800986,-0.00452978,0.886972001,1
934,6.93877551,6.326530612,7.959183673,0,-0.278885831,-0.004904327,0.960311742,1
935,7.142857143,6.326530612,7.959183673,0,-0.261097691,0.010044994,0.965260117,1
936,7.346938776,6.326530612,8.163265306,0,-0.119147031,0.0031409,0.992871653,1
937,7.551020408,6.326530612,8.163265306,0,-0.119147031,0.0031409,0.992871653,1
938,7.755102041,6.326530612,8.163265306,0,-0.119091539,0.004973966,0.99287082,1
939,7.959183673,6.326530612,8.163265306,0,-0.043368285,0.005387787,0.999044625,1
940,8.163265306,6.326530612,8.163265306,0,-0.039686237,0.00183385,0.999210508,1
941,8.367346939,6.326530612,8.163265306,0,0.020633476,0.001834906,0.999785423,1
942,8.571428571,6.326530612,8.163265306,0,0.020633476,0.001834906,0.999785423,1
943,8.775510204,6.326530612,8.163265306,0,0.017054294,0.008591962,0.999817648,1
944,8.979591837,6.326530612,8.163265306,0,0.034642964,0.008919429,0.99935995,1
945,9.183673469,6.326530612,8.163265306,0,0.033463439,0.010153499,0.999388365,1
946,9.387755102,6.326530612,8.163265306,0,0.048348313,0.010147307,0.998778991,1
947,9.591836735,6.326530612,8.163265306,0,0.048348313,0.010147307,0.998778991,1
948,9.795918367,6.326530612,8.163265306,0,0.038999861,0.030327111,0.998778893,1
949,10,6.326530612,8.163265306,0,0.014674699,0.024962169,0.999580684,1
950,0,6.12244898,5.102040816,0,0.00933346,-0.035192229,0.999336977,1
951,0.204081633,6.12244898,5.102040816,0,0.018522875,-0.035187724,0.999209051,1
952,0.408163265,6.12244898,5.102040816,0,0.014672417,-0.031277394,0.999403044,1
953,0.612244898,6.12244898,5.102040816,0,0.012405611,-0.02409147,0.999632784,1
954,0.816326531,6.12244898,5.102040816,0,0.012405611,-0.02409147,0.999632784,1
955,1.020408163,6.12244898,5.102040816,0,0.01514728,-0.021249429,0.999659453,1
956,1.224489796,6.12244898,5.102040816,0,0.011946108,-0.021250351,0.999702812,1
957,1.428571429,6.12244898,5.102040816,0,0.013667167,-0.022986684,0.999642347,1
958,1.632653061,6.12244898,5.102040816,0,-0.034828342,-0.027148238,0.999024504,1
959,1.836734694,6.12244898,5.102040816,0,-0.034828342,-0.027148238,0.999024504,1
960,2.040816327,6.12244898,5.102040816,0,-0.036705179,-0.029012021,0.998904917,1
961,2.244897959,6.12244898,5.102040816,0,-0.100671072,-0.028884097,0.994500399,1
962,2.448979592,6.12244898,5.102040816,0,-0.097715212,-0.032295909,0.994690259,1
963,2.653061224,6.12244898,5.102040816,0,-0.22421869,-0.063677186,0.972456269,1
964,2.857142857,6.12244898,5.102040816,0,-0.22421869,-0.063677186,0.972456269,1
965,3.06122449,6.12244898,5.306122449,0,-0.273343816,-0.091127171,0.957590203,1
966,3.265306122,6.12244898,5.306122449,0,-0.470089117,-0.083614926,0.878649399,1
